DATE	type	rarity	vendor	level	name	brand	slot	armor	core	attributes	talents	mods
2024-08-20	gear	header-he	DZ South	40	TacLite Plate Carrier	5.11 Tactical	Chest	158k	<span class="icon-defensive"></span>164,376 Armor	<span class="icon-defensive"></span>8.9% Hazard Protection <br/><span class="icon-utility"></span>4.6% Skill Damage	<span class="icon-active"></span>Spark	Defensive
2024-08-20	gear	header-gs	DZ East	40	Snow Job Mask	Negotiator's Dilemma	Mask	80k	<span class="icon-offensive"></span>10.8% Weapon Damage	<span class="icon-utility"></span>16.2% Repair Skills  	-	Offensive
2024-08-20	gear	header-gs	DZ East	40	Hotshot Holster	Hotshot	Holster	112k	<span class="icon-offensive"></span>10.6% Weapon Damage	<span class="icon-offensive"></span>4.4% Critical Hit Chance  	-	-
2024-08-20	gear	header-he	DZ East	40	Burza Breather	Zwiadowka Sp. z o.o.	Mask	80k	<span class="icon-offensive"></span>9.9% Weapon Damage	<span class="icon-defensive"></span>9.7% Hazard Protection <br/><span class="icon-utility"></span>6.7% Skill Damage	-	#N/A
2024-08-20	gear	header-he	DZ East	40	Vertical Y Holster	Sokolov Concern	Holster	112k	#N/A	<span class="icon-defensive"></span>3,061 Armor Regeneration <br/><span class="icon-utility"></span>8.7% Skill Damage	-	-
2024-08-20	gear	header-he	Haven	40	Mountain Hiking Pack	Alps Summit Armaments	Backpack	131k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>9.6% Skill Haste <br/><span class="icon-offensive"></span>10.2% Critical Hit Damage	<span class="icon-active"></span>Tech Support	Utility
2024-08-20	gear	header-he	Haven	40	Theodora Grips	Uzina Getica	Gloves	80k	<span class="icon-defensive"></span>119,759 Armor	<span class="icon-offensive"></span>7.1% Headshot Damage <br/><span class="icon-defensive"></span>4,033 Armor Regeneration	-	-
2024-08-20	gear	header-he	Haven	40	Javelina Mask	Gila Guard	Mask	80k	<span class="icon-defensive"></span>119,622 Armor	<span class="icon-defensive"></span>7.2% Hazard Protection <br/><span class="icon-offensive"></span>8.0% Weapon Handling	-	Defensive
2024-08-20	gear	header-he	Benitez	40	Swag Pack	Empress International	Backpack	131k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>10.1% Skill Haste <br/><span class="icon-defensive"></span>7.2% Explosive Resistance	<span class="icon-active"></span>Energize	Utility
2024-08-20	gear	header-he	Benitez	40	Vambrace Gloves	Belstone Armory	Gloves	80k	<span class="icon-defensive"></span>137,615 Armor	<span class="icon-defensive"></span>14,636 Health <br/><span class="icon-utility"></span>8.9% Status Effects	-	-
2024-08-20	gear	header-he	Benitez	40	Tactical Range Holster	Walker, Harris & Co.	Holster	112k	<span class="icon-offensive"></span>10.1% Weapon Damage	<span class="icon-offensive"></span>5.5% Weapon Handling <br/><span class="icon-defensive"></span>3,946 Armor Regeneration	-	-
2024-08-20	gear	header-named	Cassie	40	Picaro's Holster	Brazos de Arcabuz	Holster	112k	<span class="icon-defensive"></span>139,821 Armor	<span class="icon-utility"></span>20.0% Repair Skills <br/><span class="icon-offensive"></span>15.0% Weapon Damage	-	-
2024-08-20	gear	header-named	Cassie	40	Hunter-Killer	Golan Gear Ltd	Chest	158k	<span class="icon-defensive"></span>134,852 Armor	<span class="icon-defensive"></span>8.9% Hazard Protection <br/><span class="icon-utility"></span>8.0% Skill Damage	<span class="icon-active"></span>Perfect Intimidate	Utility
2024-08-20	gear	header-gs	Cassie	40	Ziba Low Profile Pack	Aces & Eights	Backpack	131k	<span class="icon-offensive"></span>11.7% Weapon Damage	<span class="icon-offensive"></span>10.5% Critical Hit Damage  	<span class="icon-active"></span>Ace in the Sleeve	Offensive
2024-08-20	gear	header-gs	Cassie	40	Cavalier Chest	Cavalier	Chest	158k	<span class="icon-defensive"></span>127,530 Armor	<span class="icon-defensive"></span>4,029 Armor Regeneration  	<span class="icon-active"></span>Overcharging	Defensive
2024-08-20	gear	header-gs	Cassie	40	Medical Grade Tac-Gloves	Eclipse Protocol	Gloves	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>16,699 Health  	-	-
2024-08-20	gear	header-gs	Cassie	40	Anti-Tear Joint Shielding	Eclipse Protocol	Kneepads	99k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>8.9% Status Effects  	-	-
2024-08-20	gear	header-gs	Cassie	40	Cavalier Holster	Cavalier	Holster	112k	<span class="icon-defensive"></span>127,530 Armor	<span class="icon-defensive"></span>4,029 Armor Regeneration  	-	-
2024-08-20	gear	header-gs	Cassie	40	Umbra Initiative Mask	Umbra Initiative	Mask	80k	<span class="icon-offensive"></span>10.6% Weapon Damage	<span class="icon-offensive"></span>6.5% Weapon Handling  	-	Offensive
2024-08-20	gear	header-he	Cassie	40	Sashimono Backpack	Murakami Industries	Backpack	131k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>20.0% Repair Skills <br/><span class="icon-utility"></span>7.9% Status Effects	<span class="icon-active"></span>Unstoppable Force	Utility
2024-08-20	gear	header-he	Cassie	40	Knee Savers	Hana-U Corporation	Kneepads	99k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>11.3% Skill Haste <br/><span class="icon-defensive"></span>16,082 Health	-	-
2024-08-27	gear	header-named	White House	40	Antumbra Backpack	Grupo Sombra S.A.	Backpack	131k	<span class="icon-offensive"></span>9.9% Weapon Damage	<span class="icon-defensive"></span>8.1% Hazard Protection <br/><span class="icon-offensive"></span>6.0% Weapon Handling	<span class="icon-active"></span>Adrenaline Rush	Utility
2024-08-27	gear	header-he	White House	40	Tatami Cuirass	Murakami Industries	Chest	158k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>10.6% Skill Haste <br/><span class="icon-defensive"></span>7.6% Hazard Protection	<span class="icon-active"></span>Obliterate	Utility
2024-08-27	gear	header-named	Clan	40	Zero F's	Badger Tuff	Chest	158k	<span class="icon-defensive"></span>120,940 Armor	<span class="icon-utility"></span>19.4% Repair Skills <br/><span class="icon-offensive"></span>10.1% Critical Hit Damage	<span class="icon-active"></span>Perfectly Unbreakable	Offensive
2024-08-27	gear	header-gs	Clan	40	Exuro Backpack	Ortiz Exuro	Backpack	131k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>17.2% Repair Skills  	<span class="icon-active"></span>Heatstroke	Utility
2024-08-27	gear	header-gs	Clan	40	Appleton Body Armor	True Patriot	Chest	158k	<span class="icon-defensive"></span>127,530 Armor	<span class="icon-defensive"></span>16,020 Health  	<span class="icon-active"></span>Waving the Flag	Defensive
2024-08-27	gear	header-gs	Clan	40	Shield Carrier	Foundry Bulwark	Backpack	131k	<span class="icon-defensive"></span>123,390 Armor	<span class="icon-defensive"></span>16,958 Health  	<span class="icon-active"></span>Process Refinery	Defensive
2024-08-27	gear	header-he	Clan	40	Steelwork Gloves	Palisade Steelworks	Gloves	80k	<span class="icon-defensive"></span>129,599 Armor	<span class="icon-defensive"></span>8.1% Explosive Resistance <br/><span class="icon-offensive"></span>6.5% Weapon Handling	-	-
2024-08-27	gear	header-he	Clan	40	Glacier Bay Vest	Yaahl	Chest	158k	<span class="icon-defensive"></span>123,991 Armor	<span class="icon-utility"></span>8.1% Skill Damage <br/><span class="icon-offensive"></span>8.9% Headshot Damage	<span class="icon-active"></span>Mad Bomber	Offensive
2024-08-27	gear	header-he	Clan	40	Knee Mesh Jonti	Badger Tuff	Kneepads	99k	<span class="icon-defensive"></span>130,629 Armor	<span class="icon-defensive"></span>4,362 Armor Regeneration <br/><span class="icon-defensive"></span>7.7% Explosive Resistance	-	-
2024-08-27	gear	header-he	Clan	40	Reinforced Utility Vest	Alps Summit Armaments	Chest	158k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-defensive"></span>17,543 Health <br/><span class="icon-offensive"></span>4.0% Critical Hit Chance	<span class="icon-active"></span>Explosive Delivery	Utility
2024-08-27	gear	header-named	Countdown	40	Backbone	Lengmo	Backpack	131k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-offensive"></span>11.3% Critical Hit Damage <br/><span class="icon-defensive"></span>8.4% Hazard Protection	Perfectly Unstoppable Force	Defensive
2024-08-27	gear	header-named	Countdown	40	The Gift	Providence Defense	Backpack	131k	<span class="icon-offensive"></span>12.1% Weapon Damage	<span class="icon-offensive"></span>6.5% Weapon Handling <br/><span class="icon-offensive"></span>10.7% Critical Hit Damage	<span class="icon-active"></span>Perfect Vigilance	Offensive
2024-08-27	gear	header-named	The Theater	40	Firm Handshake	Sokolov Concern	Gloves	80k	<span class="icon-offensive"></span>10.5% Weapon Damage	<span class="icon-utility"></span>15.0% Status Effects <br/><span class="icon-utility"></span>15.9% Repair Skills	-	-
2024-08-27	gear	header-he	The Theater	40	Lucznik Gloves	Zwiadowka Sp. z o.o.	Gloves	80k	<span class="icon-offensive"></span>11.3% Weapon Damage	<span class="icon-offensive"></span>6.0% Weapon Handling <br/><span class="icon-offensive"></span>10.3% Critical Hit Damage	-	#N/A
2024-08-27	gear	header-he	The Theater	40	Knäskydd Knee Protectors	Fenris Group AB	Kneepads	99k	<span class="icon-offensive"></span>9.7% Weapon Damage	<span class="icon-utility"></span>17.1% Repair Skills <br/><span class="icon-offensive"></span>9.7% Critical Hit Damage	-	-
2024-08-27	gear	header-named	The Campus	40	Picaro's Holster	Brazos de Arcabuz	Holster	112k	<span class="icon-defensive"></span>131,720 Armor	<span class="icon-defensive"></span>8.0% Hazard Protection <br/><span class="icon-offensive"></span>15.0% Weapon Damage	-	-
2024-08-27	gear	header-he	The Campus	40	Protective Tactical Mask	5.11 Tactical	Mask	80k	<span class="icon-defensive"></span>130,008 Armor	<span class="icon-offensive"></span>4.5% Critical Hit Chance <br/><span class="icon-offensive"></span>6.0% Weapon Handling	-	Defensive
2024-08-27	gear	header-he	The Campus	40	Lengmo Holster	Lengmo	Holster	112k	<span class="icon-defensive"></span>117,883 Armor	<span class="icon-offensive"></span>7.9% Headshot Damage <br/><span class="icon-defensive"></span>8.8% Hazard Protection	-	-
2024-08-27	gear	header-he	Castle	40	Reyes Mask	Brazos de Arcabuz	Mask	80k	<span class="icon-defensive"></span>146,642 Armor	<span class="icon-utility"></span>5.0% Skill Damage <br/><span class="icon-utility"></span>18.1% Repair Skills	-	Defensive
2024-08-27	gear	header-he	Castle	40	Constantin Sheath	Uzina Getica	Holster	112k	<span class="icon-defensive"></span>122,038 Armor	<span class="icon-defensive"></span>3,774 Armor Regeneration <br/><span class="icon-utility"></span>8.2% Status Effects	-	-
2024-08-27	gear	header-named	DZ West	40	Deathgrips	5.11 Tactical	Gloves	80k	<span class="icon-defensive"></span>123,093 Armor	<span class="icon-defensive"></span>10.0 Armor on Kill <br/><span class="icon-offensive"></span>10.2% Critical Hit Damage	-	-
2024-08-27	gear	header-gs	DZ West	40	Roza Stable Gloves	Aces & Eights	Gloves	80k	<span class="icon-offensive"></span>10.6% Weapon Damage	<span class="icon-offensive"></span>10.1% Critical Hit Damage  	-	-
2024-08-27	gear	header-gs	DZ West	40	Hammer Guards	Foundry Bulwark	Kneepads	99k	<span class="icon-defensive"></span>124,168 Armor	<span class="icon-offensive"></span>4.8% Critical Hit Chance  	-	-
2024-08-27	gear	header-he	DZ West	40	Kote Hand Guards	Murakami Industries	Gloves	80k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>7.2% Skill Damage <br/><span class="icon-offensive"></span>6.0% Weapon Handling	-	-
2024-08-27	gear	header-he	DZ West	40	Poleyn Knee Protector	Belstone Armory	Kneepads	99k	<span class="icon-defensive"></span>122,404 Armor	<span class="icon-offensive"></span>4.5% Critical Hit Chance <br/><span class="icon-defensive"></span>8.5% Hazard Protection	-	-
2024-08-27	gear	header-gs	DZ South	40	Hunter's Kit	Hunter's Fury	Backpack	131k	<span class="icon-offensive"></span>10.1% Weapon Damage	<span class="icon-offensive"></span>4.8% Critical Hit Chance  	<span class="icon-active"></span>Overwhelming Force	Offensive
2024-08-27	gear	header-gs	DZ South	40	Striker's Harness	Striker's Battlegear	Chest	158k	<span class="icon-offensive"></span>12.3% Weapon Damage	<span class="icon-defensive"></span>7.4% Hazard Protection  	<span class="icon-active"></span>Press the Advantage	Offensive
2024-08-27	gear	header-he	DZ South	40	Lowlands Carrier	Zwiadowka Sp. z o.o.	Backpack	131k	<span class="icon-offensive"></span>10.9% Weapon Damage	<span class="icon-offensive"></span>6.6% Headshot Damage <br/><span class="icon-defensive"></span>14,895 Health	<span class="icon-active"></span>Galvanize	#N/A
2024-08-27	gear	header-he	DZ South	40	Escorter Combat Harness	Sokolov Concern	Chest	158k	<span class="icon-offensive"></span>9.9% Weapon Damage	<span class="icon-utility"></span>10.1% Skill Haste <br/><span class="icon-defensive"></span>14,948 Health	<span class="icon-active"></span>Braced	Offensive
2024-08-27	gear	header-named	DZ East	40	Nightwatcher	Gila Guard	Mask	80k	<span class="icon-defensive"></span>110,676 Armor	<span class="icon-utility"></span>100.0% Scanner Pulse Haste <br/><span class="icon-utility"></span>16.1% Repair Skills	-	Defensive
2024-08-27	gear	header-gs	DZ East	40	Aegis Mask	Aegis	Mask	80k	<span class="icon-defensive"></span>132,023 Armor	<span class="icon-defensive"></span>15,008 Health  	-	Defensive
2024-08-27	gear	header-gs	DZ East	40	Umbra Initiative Holster	Umbra Initiative	Holster	112k	<span class="icon-offensive"></span>10.4% Weapon Damage	<span class="icon-defensive"></span>8.3% Hazard Protection  	-	-
2024-08-27	gear	header-he	DZ East	40	Guardrail VI Face Rig	Petrov Defense Group	Mask	80k	<span class="icon-offensive"></span>10.2% Weapon Damage	<span class="icon-utility"></span>15.6% Repair Skills <br/><span class="icon-defensive"></span>3,767 Armor Regeneration	-	Offensive
2024-08-27	gear	header-he	DZ East	40	Awe Thigh Mag Holster	Douglas & Harding	Holster	112k	<span class="icon-offensive"></span>12.8% Weapon Damage	<span class="icon-defensive"></span>15,435 Health <br/><span class="icon-defensive"></span>3,849 Armor Regeneration	-	-
2024-08-27	gear	header-he	Haven	40	Apollo Operator Pack	Airaldi Holdings	Backpack	131k	<span class="icon-offensive"></span>11.6% Weapon Damage	<span class="icon-offensive"></span>3.0% Critical Hit Chance <br/><span class="icon-defensive"></span>10.0% Hazard Protection	<span class="icon-active"></span>Companion	Offensive
2024-08-27	gear	header-he	Haven	40	Dionysus Rounded Padding	Airaldi Holdings	Kneepads	99k	<span class="icon-offensive"></span>11.8% Weapon Damage	<span class="icon-offensive"></span>9.9% Critical Hit Damage <br/><span class="icon-offensive"></span>6.5% Weapon Handling	-	-
2024-08-27	gear	header-he	Haven	40	White-Tailed Holster	Zwiadowka Sp. z o.o.	Holster	112k	<span class="icon-offensive"></span>7.1% Weapon Damage	<span class="icon-utility"></span>11.0% Skill Haste <br/><span class="icon-offensive"></span>5.2% Critical Hit Chance	-	#N/A
2024-08-27	gear	header-he	Benitez	40	RUSH72 Backpack	5.11 Tactical	Backpack	131k	<span class="icon-defensive"></span>170,000 Armor	<span class="icon-defensive"></span>4m527 Armor Regeneration <br/><span class="icon-offensive"></span>3.8% Headshot Damage	<span class="icon-active"></span>Composure	Defensive
2024-08-27	gear	header-he	Benitez	40	HG Kneepads	Habsburg Guard	Kneepads	99k	<span class="icon-defensive"></span>135,454 Armor	<span class="icon-utility"></span>7.6% Skill Damage <br/><span class="icon-offensive"></span>10.0% Critical Hit Damage	-	-
2024-08-27	gear	header-he	Benitez	40	Javelina Mask	Gila Guard	Mask	80k	<span class="icon-defensive"></span>113,062 Armor	<span class="icon-utility"></span>10.6% Skill Haste <br/><span class="icon-utility"></span>8.1% Status Effects	-	Defensive
2024-08-27	gear	header-named	Cassie	40	Backbone	Lengmo	Backpack	131k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-offensive"></span>11.3% Critical Hit Damage <br/><span class="icon-defensive"></span>8.4% Hazard Protection	Perfectly Unstoppable Force	Defensive
2024-08-27	gear	header-named	Cassie	40	Hunter-Killer	Golan Gear Ltd	Chest	158k	<span class="icon-defensive"></span>120,940 Armor	<span class="icon-utility"></span>19.4% Repair Skills <br/><span class="icon-offensive"></span>10.1% Critical Hit Damage	<span class="icon-active"></span>Perfect Intimidate	Utility
2024-08-27	gear	header-gs	Cassie	40	Loadout Frame	Ongoing Directive	Backpack	131k	<span class="icon-offensive"></span>13.1% Weapon Damage	<span class="icon-offensive"></span>4.5% Critical Hit Chance  	<span class="icon-active"></span>Trauma Specialist	Utility
2024-08-27	gear	header-gs	Cassie	40	Terrapin Armored Rig	Future Initiative	Chest	158k	<span class="icon-utility"></span>1 Skill Tier	<span class="icon-utility"></span>10.3% Skill Haste  	<span class="icon-active"></span>Tactical Superiority	Utility
